symbol,strike,right,time,bid,ask,midpoint
SPY,686,C,2026-02-13 11:13:00-05:00,0.78,0.82,0.82
SPY,686,C,2026-02-13 11:14:00-05:00,0.82,0.87,0.87
SPY,686,C,2026-02-13 11:15:00-05:00,0.89,0.92,0.92
SPY,686,C,2026-02-13 11:16:00-05:00,0.88,0.94,0.94
SPY,686,C,2026-02-13 11:17:00-05:00,0.88,0.96,0.96
SPY,686,C,2026-02-13 11:18:00-05:00,0.93,0.98,0.98
SPY,686,C,2026-02-13 11:19:00-05:00,0.81,0.89,0.89
SPY,686,C,2026-02-13 11:20:00-05:00,0.68,0.79,0.79
SPY,686,C,2026-02-13 11:21:00-05:00,0.65,0.67,0.67
SPY,686,C,2026-02-13 11:22:00-05:00,0.66,0.69,0.69
SPY,686,C,2026-02-13 11:23:00-05:00,0.54,0.63,0.63
SPY,686,C,2026-02-13 11:24:00-05:00,0.54,0.59,0.59
SPY,686,C,2026-02-13 11:25:00-05:00,0.61,0.64,0.64
SPY,686,C,2026-02-13 11:26:00-05:00,0.63,0.69,0.69
SPY,686,C,2026-02-13 11:27:00-05:00,0.74,0.81,0.81
SPY,686,C,2026-02-13 11:28:00-05:00,0.92,0.97,0.97
SPY,686,C,2026-02-13 11:29:00-05:00,0.86,0.92,0.92
SPY,686,C,2026-02-13 11:30:00-05:00,0.91,0.96,0.96
SPY,686,C,2026-02-13 11:31:00-05:00,0.73,0.87,0.87
SPY,686,C,2026-02-13 11:32:00-05:00,0.89,0.96,0.96
SPY,686,C,2026-02-13 11:33:00-05:00,0.93,0.97,0.97
SPY,686,C,2026-02-13 11:34:00-05:00,0.83,0.92,0.92
SPY,686,C,2026-02-13 11:35:00-05:00,0.89,0.92,0.92
SPY,686,C,2026-02-13 11:36:00-05:00,0.89,0.94,0.94
SPY,686,C,2026-02-13 11:37:00-05:00,0.77,0.92,0.92
SPY,686,C,2026-02-13 11:38:00-05:00,0.77,0.88,0.88
SPY,686,C,2026-02-13 11:39:00-05:00,0.97,1.01,1.01
SPY,686,C,2026-02-13 11:40:00-05:00,0.95,1.05,1.05
SPY,686,C,2026-02-13 11:41:00-05:00,0.97,1.04,1.04
SPY,686,C,2026-02-13 11:42:00-05:00,0.94,1.0,1.0
SPY,686,C,2026-02-13 11:43:00-05:00,0.91,1.02,1.02
SPY,686,C,2026-02-13 11:44:00-05:00,1.04,1.06,1.06
SPY,686,C,2026-02-13 11:45:00-05:00,1.06,1.12,1.12
SPY,686,C,2026-02-13 11:46:00-05:00,1.12,1.17,1.17
SPY,686,C,2026-02-13 11:47:00-05:00,1.07,1.13,1.13
SPY,686,C,2026-02-13 11:48:00-05:00,0.96,1.05,1.05
SPY,686,C,2026-02-13 11:49:00-05:00,0.96,0.99,0.99
SPY,686,C,2026-02-13 11:50:00-05:00,0.91,1.01,1.01
SPY,686,C,2026-02-13 11:51:00-05:00,0.99,1.06,1.06
SPY,686,C,2026-02-13 11:52:00-05:00,1.02,1.1,1.1
SPY,686,C,2026-02-13 11:53:00-05:00,1.01,1.07,1.07
SPY,686,C,2026-02-13 11:54:00-05:00,1.05,1.08,1.08
SPY,686,C,2026-02-13 11:55:00-05:00,1.11,1.15,1.15
SPY,686,C,2026-02-13 11:56:00-05:00,1.12,1.24,1.24
SPY,686,C,2026-02-13 11:57:00-05:00,1.19,1.25,1.25
SPY,686,C,2026-02-13 11:58:00-05:00,1.15,1.22,1.22
SPY,686,C,2026-02-13 11:59:00-05:00,1.03,1.1,1.1
SPY,686,C,2026-02-13 12:00:00-05:00,0.94,0.99,0.99
SPY,686,C,2026-02-13 12:01:00-05:00,1.01,1.09,1.09
SPY,686,C,2026-02-13 12:02:00-05:00,1.08,1.14,1.14
SPY,686,C,2026-02-13 12:03:00-05:00,1.08,1.15,1.15
SPY,686,C,2026-02-13 12:04:00-05:00,1.16,1.2,1.2
SPY,686,C,2026-02-13 12:05:00-05:00,1.17,1.22,1.22
SPY,686,C,2026-02-13 12:06:00-05:00,1.18,1.24,1.24
SPY,686,C,2026-02-13 12:07:00-05:00,1.05,1.2,1.2
SPY,686,C,2026-02-13 12:08:00-05:00,1.07,1.12,1.12
SPY,686,C,2026-02-13 12:09:00-05:00,1.08,1.1,1.1
SPY,686,C,2026-02-13 12:10:00-05:00,1.08,1.14,1.14
SPY,686,C,2026-02-13 12:11:00-05:00,1.11,1.14,1.14
SPY,686,C,2026-02-13 12:12:00-05:00,1.08,1.13,1.13
SPY,686,C,2026-02-13 12:13:00-05:00,1.17,1.24,1.24
SPY,686,C,2026-02-13 12:14:00-05:00,1.26,1.33,1.33
SPY,686,C,2026-02-13 12:15:00-05:00,1.23,1.3,1.3
SPY,686,C,2026-02-13 12:16:00-05:00,1.11,1.18,1.18
SPY,686,C,2026-02-13 12:17:00-05:00,1.03,1.13,1.13
SPY,686,C,2026-02-13 12:18:00-05:00,0.93,0.98,0.98
SPY,686,C,2026-02-13 12:19:00-05:00,0.97,1.0,1.0
SPY,686,C,2026-02-13 12:20:00-05:00,0.97,1.06,1.06
SPY,686,C,2026-02-13 12:21:00-05:00,1.15,1.26,1.26
SPY,686,C,2026-02-13 12:22:00-05:00,1.27,1.31,1.31
SPY,686,C,2026-02-13 12:23:00-05:00,1.27,1.33,1.33
SPY,686,C,2026-02-13 12:24:00-05:00,1.23,1.28,1.28
SPY,686,C,2026-02-13 12:25:00-05:00,1.07,1.17,1.17
SPY,686,C,2026-02-13 12:26:00-05:00,1.03,1.11,1.11
SPY,686,C,2026-02-13 12:27:00-05:00,1.07,1.11,1.11
SPY,686,C,2026-02-13 12:28:00-05:00,1.07,1.16,1.16
SPY,686,C,2026-02-13 12:29:00-05:00,1.04,1.15,1.15
SPY,686,C,2026-02-13 12:30:00-05:00,1.03,1.1,1.1
SPY,686,C,2026-02-13 12:31:00-05:00,1.15,1.25,1.25
SPY,686,C,2026-02-13 12:32:00-05:00,1.23,1.31,1.31
SPY,686,C,2026-02-13 12:33:00-05:00,1.22,1.28,1.28
SPY,686,C,2026-02-13 12:34:00-05:00,1.23,1.28,1.28
SPY,686,C,2026-02-13 12:35:00-05:00,1.21,1.26,1.26
SPY,686,C,2026-02-13 12:36:00-05:00,1.24,1.3,1.3
SPY,686,C,2026-02-13 12:37:00-05:00,1.21,1.25,1.25
SPY,686,C,2026-02-13 12:38:00-05:00,1.08,1.18,1.18
SPY,686,C,2026-02-13 12:39:00-05:00,1.12,1.18,1.18
SPY,686,C,2026-02-13 12:40:00-05:00,1.2,1.23,1.23
SPY,686,C,2026-02-13 12:41:00-05:00,1.23,1.29,1.29
SPY,686,C,2026-02-13 12:42:00-05:00,1.22,1.27,1.27
SPY,686,C,2026-02-13 12:43:00-05:00,1.15,1.21,1.21
SPY,686,C,2026-02-13 12:44:00-05:00,1.09,1.14,1.14
SPY,686,C,2026-02-13 12:45:00-05:00,1.02,1.06,1.06
SPY,686,C,2026-02-13 12:46:00-05:00,1.06,1.15,1.15
SPY,686,C,2026-02-13 12:47:00-05:00,1.01,1.08,1.08
SPY,686,C,2026-02-13 12:48:00-05:00,1.0,1.06,1.06
SPY,686,C,2026-02-13 12:49:00-05:00,1.11,1.16,1.16
SPY,686,C,2026-02-13 12:50:00-05:00,1.09,1.14,1.14
SPY,686,C,2026-02-13 12:51:00-05:00,1.02,1.09,1.09
SPY,686,C,2026-02-13 12:52:00-05:00,1.06,1.1,1.1
SPY,686,C,2026-02-13 12:53:00-05:00,1.0,1.07,1.07
SPY,686,C,2026-02-13 12:54:00-05:00,0.91,0.97,0.97
SPY,686,C,2026-02-13 12:55:00-05:00,0.88,0.94,0.94
SPY,686,C,2026-02-13 12:56:00-05:00,0.82,0.9,0.9
SPY,686,C,2026-02-13 12:57:00-05:00,0.86,0.9,0.9
SPY,686,C,2026-02-13 12:58:00-05:00,0.84,0.88,0.88
SPY,686,C,2026-02-13 12:59:00-05:00,0.78,0.84,0.84
SPY,686,C,2026-02-13 13:00:00-05:00,0.85,0.88,0.88
SPY,686,C,2026-02-13 13:01:00-05:00,0.68,0.75,0.75
SPY,686,C,2026-02-13 13:02:00-05:00,0.66,0.71,0.71
SPY,686,C,2026-02-13 13:03:00-05:00,0.61,0.66,0.66
SPY,686,C,2026-02-13 13:04:00-05:00,0.61,0.64,0.64
SPY,686,C,2026-02-13 13:05:00-05:00,0.54,0.59,0.59
SPY,686,C,2026-02-13 13:06:00-05:00,0.6,0.65,0.65
SPY,686,C,2026-02-13 13:07:00-05:00,0.62,0.65,0.65
SPY,686,C,2026-02-13 13:08:00-05:00,0.63,0.71,0.71
SPY,686,C,2026-02-13 13:09:00-05:00,0.68,0.71,0.71
SPY,686,C,2026-02-13 13:10:00-05:00,0.67,0.76,0.76
SPY,686,C,2026-02-13 13:11:00-05:00,0.8,0.84,0.84
SPY,686,C,2026-02-13 13:12:00-05:00,0.8,0.84,0.84
SPY,686,C,2026-02-13 13:13:00-05:00,0.74,0.79,0.79
SPY,686,C,2026-02-13 13:14:00-05:00,0.79,0.82,0.82
SPY,686,C,2026-02-13 13:15:00-05:00,0.7,0.78,0.78
SPY,686,C,2026-02-13 13:16:00-05:00,0.79,0.86,0.86
SPY,686,C,2026-02-13 13:17:00-05:00,0.89,0.92,0.92
SPY,686,C,2026-02-13 13:18:00-05:00,0.9,0.95,0.95
SPY,686,C,2026-02-13 13:19:00-05:00,0.72,0.85,0.85
SPY,686,C,2026-02-13 13:20:00-05:00,0.79,0.88,0.88
SPY,686,C,2026-02-13 13:21:00-05:00,0.82,0.9,0.9
SPY,686,C,2026-02-13 13:22:00-05:00,0.89,0.94,0.94
SPY,686,C,2026-02-13 13:23:00-05:00,1.07,1.14,1.14
SPY,686,C,2026-02-13 13:24:00-05:00,1.0,1.06,1.06
SPY,686,C,2026-02-13 13:25:00-05:00,0.83,0.91,0.91
SPY,686,C,2026-02-13 13:26:00-05:00,0.76,0.82,0.82
SPY,686,C,2026-02-13 13:27:00-05:00,0.8,0.82,0.82
SPY,686,C,2026-02-13 13:28:00-05:00,0.81,0.93,0.93
SPY,686,C,2026-02-13 13:29:00-05:00,0.67,0.95,0.95
SPY,686,C,2026-02-13 13:30:00-05:00,0.74,0.8,0.8
SPY,686,C,2026-02-13 13:31:00-05:00,0.78,0.83,0.83
SPY,686,C,2026-02-13 13:32:00-05:00,0.8,0.86,0.86
SPY,686,C,2026-02-13 13:33:00-05:00,0.83,0.89,0.89
SPY,686,C,2026-02-13 13:34:00-05:00,0.9,0.93,0.93
SPY,686,C,2026-02-13 13:35:00-05:00,0.87,0.91,0.91
SPY,686,C,2026-02-13 13:36:00-05:00,0.93,0.99,0.99
SPY,686,C,2026-02-13 13:37:00-05:00,0.81,0.89,0.89
SPY,686,C,2026-02-13 13:38:00-05:00,0.74,0.82,0.82
SPY,686,C,2026-02-13 13:39:00-05:00,0.86,0.91,0.91
SPY,686,C,2026-02-13 13:40:00-05:00,0.72,0.81,0.81
SPY,686,C,2026-02-13 13:41:00-05:00,0.67,0.71,0.71
SPY,686,C,2026-02-13 13:42:00-05:00,0.58,0.63,0.63
SPY,686,C,2026-02-13 13:43:00-05:00,0.59,0.61,0.61
SPY,686,C,2026-02-13 13:44:00-05:00,0.57,0.61,0.61
SPY,686,C,2026-02-13 13:45:00-05:00,0.6,0.64,0.64
SPY,686,C,2026-02-13 13:46:00-05:00,0.66,0.73,0.73
SPY,686,C,2026-02-13 13:47:00-05:00,0.74,0.77,0.77
SPY,686,C,2026-02-13 13:48:00-05:00,0.73,0.78,0.78
SPY,686,C,2026-02-13 13:49:00-05:00,0.63,0.69,0.69
SPY,686,C,2026-02-13 13:50:00-05:00,0.54,0.58,0.58
SPY,686,C,2026-02-13 13:51:00-05:00,0.5,0.53,0.53
SPY,686,C,2026-02-13 13:52:00-05:00,0.42,0.49,0.49
SPY,686,C,2026-02-13 13:53:00-05:00,0.42,0.48,0.48
SPY,686,C,2026-02-13 13:54:00-05:00,0.51,0.54,0.54
SPY,686,C,2026-02-13 13:55:00-05:00,0.48,0.51,0.51
SPY,686,C,2026-02-13 13:56:00-05:00,0.49,0.54,0.54
SPY,686,C,2026-02-13 13:57:00-05:00,0.46,0.51,0.51
SPY,686,C,2026-02-13 13:58:00-05:00,0.39,0.44,0.44
SPY,686,C,2026-02-13 13:59:00-05:00,0.39,0.43,0.43
SPY,686,C,2026-02-13 14:00:00-05:00,0.39,0.42,0.42
SPY,686,C,2026-02-13 14:01:00-05:00,0.41,0.44,0.44
SPY,686,C,2026-02-13 14:02:00-05:00,0.39,0.48,0.48
SPY,686,C,2026-02-13 14:03:00-05:00,0.37,0.4,0.4
SPY,686,C,2026-02-13 14:04:00-05:00,0.37,0.4,0.4
SPY,686,C,2026-02-13 14:05:00-05:00,0.37,0.4,0.4
SPY,686,C,2026-02-13 14:06:00-05:00,0.42,0.45,0.45
SPY,686,C,2026-02-13 14:07:00-05:00,0.43,0.47,0.47
SPY,686,C,2026-02-13 14:08:00-05:00,0.38,0.41,0.41
SPY,686,C,2026-02-13 14:09:00-05:00,0.43,0.48,0.48
SPY,686,C,2026-02-13 14:10:00-05:00,0.46,0.51,0.51
SPY,686,C,2026-02-13 14:11:00-05:00,0.4,0.45,0.45
SPY,686,C,2026-02-13 14:12:00-05:00,0.45,0.51,0.51
SPY,686,C,2026-02-13 14:13:00-05:00,0.36,0.43,0.43
SPY,686,C,2026-02-13 14:14:00-05:00,0.4,0.42,0.42
SPY,686,C,2026-02-13 14:15:00-05:00,0.36,0.39,0.39
SPY,686,C,2026-02-13 14:16:00-05:00,0.35,0.39,0.39
SPY,686,C,2026-02-13 14:17:00-05:00,0.31,0.34,0.34
SPY,686,C,2026-02-13 14:18:00-05:00,0.34,0.37,0.37
SPY,686,C,2026-02-13 14:19:00-05:00,0.36,0.39,0.39
SPY,686,C,2026-02-13 14:20:00-05:00,0.36,0.4,0.4
SPY,686,C,2026-02-13 14:21:00-05:00,0.41,0.44,0.44
SPY,686,C,2026-02-13 14:22:00-05:00,0.39,0.43,0.43
SPY,686,C,2026-02-13 14:23:00-05:00,0.45,0.47,0.47
SPY,686,C,2026-02-13 14:24:00-05:00,0.46,0.49,0.49
SPY,686,C,2026-02-13 14:25:00-05:00,0.44,0.47,0.47
SPY,686,C,2026-02-13 14:26:00-05:00,0.32,0.4,0.4
SPY,686,C,2026-02-13 14:27:00-05:00,0.28,0.31,0.31
SPY,686,C,2026-02-13 14:28:00-05:00,0.29,0.31,0.31
SPY,686,C,2026-02-13 14:29:00-05:00,0.24,0.27,0.27
SPY,686,C,2026-02-13 14:30:00-05:00,0.26,0.31,0.31
SPY,686,C,2026-02-13 14:31:00-05:00,0.28,0.31,0.31
SPY,686,C,2026-02-13 14:32:00-05:00,0.28,0.3,0.3
SPY,686,C,2026-02-13 14:33:00-05:00,0.3,0.31,0.31
SPY,686,C,2026-02-13 14:34:00-05:00,0.27,0.28,0.28
SPY,686,C,2026-02-13 14:35:00-05:00,0.27,0.3,0.3
SPY,686,C,2026-02-13 14:36:00-05:00,0.25,0.28,0.28
SPY,686,C,2026-02-13 14:37:00-05:00,0.24,0.26,0.26
SPY,686,C,2026-02-13 14:38:00-05:00,0.21,0.24,0.24
SPY,686,C,2026-02-13 14:39:00-05:00,0.17,0.19,0.19
SPY,686,C,2026-02-13 14:40:00-05:00,0.17,0.19,0.19
SPY,686,C,2026-02-13 14:41:00-05:00,0.13,0.16,0.16
SPY,686,C,2026-02-13 14:42:00-05:00,0.13,0.14,0.14
SPY,686,C,2026-02-13 14:43:00-05:00,0.13,0.14,0.14
SPY,686,C,2026-02-13 14:44:00-05:00,0.12,0.13,0.13
SPY,686,C,2026-02-13 14:45:00-05:00,0.12,0.15,0.15
SPY,686,C,2026-02-13 14:46:00-05:00,0.16,0.17,0.17
SPY,686,C,2026-02-13 14:47:00-05:00,0.12,0.14,0.14
SPY,686,C,2026-02-13 14:48:00-05:00,0.11,0.11,0.11
SPY,686,C,2026-02-13 14:49:00-05:00,0.11,0.12,0.12
SPY,686,C,2026-02-13 14:50:00-05:00,0.1,0.11,0.11
SPY,686,C,2026-02-13 14:51:00-05:00,0.09,0.1,0.1
SPY,686,C,2026-02-13 14:52:00-05:00,0.08,0.09,0.09
SPY,686,C,2026-02-13 14:53:00-05:00,0.08,0.09,0.09
SPY,686,C,2026-02-13 14:54:00-05:00,0.08,0.08,0.08
SPY,686,C,2026-02-13 14:55:00-05:00,0.08,0.09,0.09
SPY,686,C,2026-02-13 14:56:00-05:00,0.08,0.08,0.08
SPY,686,C,2026-02-13 14:57:00-05:00,0.07,0.07,0.07
SPY,686,C,2026-02-13 14:58:00-05:00,0.06,0.07,0.07
SPY,686,C,2026-02-13 14:59:00-05:00,0.06,0.06,0.06
SPY,686,C,2026-02-13 15:00:00-05:00,0.05,0.06,0.06
SPY,686,C,2026-02-13 15:01:00-05:00,0.05,0.05,0.05
SPY,686,C,2026-02-13 15:02:00-05:00,0.05,0.06,0.06
SPY,686,C,2026-02-13 15:03:00-05:00,0.05,0.05,0.05
SPY,686,C,2026-02-13 15:04:00-05:00,0.05,0.05,0.05
SPY,686,C,2026-02-13 15:05:00-05:00,0.05,0.05,0.05
SPY,686,C,2026-02-13 15:06:00-05:00,0.05,0.05,0.05
SPY,686,C,2026-02-13 15:07:00-05:00,0.05,0.05,0.05
SPY,686,C,2026-02-13 15:08:00-05:00,0.04,0.04,0.04
SPY,686,C,2026-02-13 15:09:00-05:00,0.04,0.04,0.04
SPY,686,C,2026-02-13 15:10:00-05:00,0.04,0.04,0.04
SPY,686,C,2026-02-13 15:11:00-05:00,0.04,0.04,0.04
SPY,686,C,2026-02-13 15:12:00-05:00,0.04,0.04,0.04
SPY,686,C,2026-02-13 15:13:00-05:00,0.04,0.04,0.04
SPY,686,C,2026-02-13 15:14:00-05:00,0.04,0.04,0.04
SPY,686,C,2026-02-13 15:15:00-05:00,0.04,0.04,0.04
SPY,686,C,2026-02-13 15:16:00-05:00,0.03,0.03,0.03
SPY,686,C,2026-02-13 15:17:00-05:00,0.03,0.03,0.03
SPY,686,C,2026-02-13 15:18:00-05:00,0.02,0.02,0.02
SPY,686,C,2026-02-13 15:19:00-05:00,0.02,0.02,0.02
SPY,686,C,2026-02-13 15:20:00-05:00,0.02,0.02,0.02
SPY,686,C,2026-02-13 15:21:00-05:00,0.02,0.02,0.02
SPY,686,C,2026-02-13 15:22:00-05:00,0.02,0.02,0.02
SPY,686,C,2026-02-13 15:23:00-05:00,0.02,0.02,0.02
SPY,686,C,2026-02-13 15:24:00-05:00,0.02,0.02,0.02
SPY,686,C,2026-02-13 15:25:00-05:00,0.01,0.02,0.02
SPY,686,C,2026-02-13 15:26:00-05:00,0.01,0.01,0.01
SPY,686,C,2026-02-13 15:27:00-05:00,0.01,0.01,0.01
SPY,686,C,2026-02-13 15:28:00-05:00,0.01,0.01,0.01
SPY,686,C,2026-02-13 15:29:00-05:00,0.01,0.01,0.01
SPY,686,C,2026-02-13 15:30:00-05:00,0.01,0.01,0.01
SPY,686,C,2026-02-13 15:31:00-05:00,0.01,0.01,0.01
SPY,686,C,2026-02-13 15:32:00-05:00,0.01,0.01,0.01
SPY,686,C,2026-02-13 15:33:00-05:00,0.01,0.01,0.01
SPY,686,C,2026-02-13 15:34:00-05:00,0.01,0.01,0.01
SPY,686,C,2026-02-13 15:35:00-05:00,0.01,0.01,0.01
SPY,686,C,2026-02-13 15:36:00-05:00,0.01,0.01,0.01
SPY,686,C,2026-02-13 15:37:00-05:00,0.01,0.01,0.01
SPY,686,C,2026-02-13 15:38:00-05:00,0.01,0.01,0.01
SPY,686,C,2026-02-13 15:39:00-05:00,0.01,0.01,0.01
SPY,686,C,2026-02-13 15:40:00-05:00,0.01,0.01,0.01
SPY,686,C,2026-02-13 15:41:00-05:00,0.01,0.01,0.01
SPY,686,C,2026-02-13 15:42:00-05:00,0.01,0.01,0.01
SPY,686,C,2026-02-13 15:43:00-05:00,0.01,0.01,0.01
SPY,686,C,2026-02-13 15:44:00-05:00,0.01,0.01,0.01
SPY,686,C,2026-02-13 15:45:00-05:00,0.01,0.01,0.01
SPY,686,C,2026-02-13 15:46:00-05:00,0.01,0.01,0.01
SPY,686,C,2026-02-13 15:47:00-05:00,0.01,0.01,0.01
SPY,686,C,2026-02-13 15:48:00-05:00,0.01,0.01,0.01
SPY,686,C,2026-02-13 15:49:00-05:00,0.01,0.01,0.01
SPY,686,C,2026-02-13 15:50:00-05:00,0.01,0.01,0.01
SPY,686,C,2026-02-13 15:51:00-05:00,0.01,0.01,0.01
SPY,686,C,2026-02-13 15:52:00-05:00,0.01,0.01,0.01
SPY,686,C,2026-02-13 15:53:00-05:00,0.01,0.01,0.01
SPY,686,C,2026-02-13 15:54:00-05:00,0.01,0.01,0.01
SPY,686,C,2026-02-13 15:55:00-05:00,0.01,0.01,0.01
SPY,686,C,2026-02-13 15:56:00-05:00,0.01,0.01,0.01
SPY,686,C,2026-02-13 15:57:00-05:00,0.01,0.01,0.01
SPY,686,C,2026-02-13 15:58:00-05:00,0.01,0.01,0.01
SPY,686,C,2026-02-13 15:59:00-05:00,0.01,0.01,0.01
SPY,686,C,2026-02-13 16:00:00-05:00,0.01,0.01,0.01
SPY,686,C,2026-02-13 16:01:00-05:00,0.01,0.01,0.01
SPY,686,C,2026-02-13 16:02:00-05:00,0.01,0.01,0.01
SPY,686,C,2026-02-13 16:03:00-05:00,0.01,0.01,0.01
SPY,686,C,2026-02-13 16:04:00-05:00,0.01,0.01,0.01
SPY,686,C,2026-02-13 16:05:00-05:00,0.01,0.01,0.01
SPY,686,C,2026-02-13 16:06:00-05:00,0.01,0.01,0.01
SPY,686,C,2026-02-13 16:07:00-05:00,0.01,0.01,0.01
SPY,686,C,2026-02-13 16:08:00-05:00,0.01,0.01,0.01
SPY,686,C,2026-02-13 16:09:00-05:00,0.01,0.01,0.01
SPY,686,C,2026-02-13 16:10:00-05:00,0.01,0.01,0.01
SPY,686,C,2026-02-13 16:11:00-05:00,0.01,0.01,0.01
SPY,686,C,2026-02-13 16:12:00-05:00,0.01,0.01,0.01
SPY,686,C,2026-02-13 16:13:00-05:00,0.01,0.01,0.01
SPY,686,C,2026-02-13 16:14:00-05:00,0.01,0.01,0.01
SPY,687,P,2026-02-13 09:30:00-05:00,6.37,7.58,6.37
SPY,687,P,2026-02-13 09:31:00-05:00,6.04,6.52,6.04
SPY,687,P,2026-02-13 09:32:00-05:00,5.76,6.12,5.76
SPY,687,P,2026-02-13 09:33:00-05:00,5.98,6.48,5.98
SPY,687,P,2026-02-13 09:34:00-05:00,6.32,6.6,6.32
SPY,687,P,2026-02-13 09:35:00-05:00,6.85,7.25,6.85
SPY,687,P,2026-02-13 09:36:00-05:00,6.83,7.07,6.83
SPY,687,P,2026-02-13 09:37:00-05:00,6.96,7.55,6.96
SPY,687,P,2026-02-13 09:38:00-05:00,7.24,7.55,7.24
SPY,687,P,2026-02-13 09:39:00-05:00,7.34,7.77,7.34
SPY,687,P,2026-02-13 09:40:00-05:00,8.41,8.69,8.41
SPY,687,P,2026-02-13 09:41:00-05:00,8.87,9.36,8.87
SPY,687,P,2026-02-13 09:42:00-05:00,9.54,9.87,9.54
SPY,687,P,2026-02-13 09:43:00-05:00,8.77,10.05,8.77
SPY,687,P,2026-02-13 09:44:00-05:00,7.5,8.19,7.5
SPY,687,P,2026-02-13 09:45:00-05:00,6.56,7.23,6.56
SPY,687,P,2026-02-13 09:46:00-05:00,5.91,6.23,5.91
SPY,687,P,2026-02-13 09:47:00-05:00,5.86,6.33,5.86
SPY,687,P,2026-02-13 09:48:00-05:00,5.53,5.78,5.53
SPY,687,P,2026-02-13 09:49:00-05:00,6.01,6.48,6.01
SPY,687,P,2026-02-13 09:50:00-05:00,7.48,7.96,7.48
SPY,687,P,2026-02-13 09:51:00-05:00,7.36,7.7,7.36
SPY,687,P,2026-02-13 09:52:00-05:00,7.58,7.85,7.58
SPY,687,P,2026-02-13 09:53:00-05:00,7.16,7.69,7.16
SPY,687,P,2026-02-13 09:54:00-05:00,6.94,7.69,6.94
SPY,687,P,2026-02-13 09:55:00-05:00,6.3,7.23,6.3
SPY,687,P,2026-02-13 09:56:00-05:00,6.71,7.79,6.71
SPY,687,P,2026-02-13 09:57:00-05:00,7.67,7.99,7.67
SPY,687,P,2026-02-13 09:58:00-05:00,7.66,7.97,7.66
SPY,687,P,2026-02-13 09:59:00-05:00,7.81,7.99,7.81
SPY,687,P,2026-02-13 10:00:00-05:00,7.19,7.72,7.19
SPY,687,P,2026-02-13 10:01:00-05:00,6.83,7.25,6.83
SPY,687,P,2026-02-13 10:02:00-05:00,6.52,6.8,6.52
SPY,687,P,2026-02-13 10:03:00-05:00,6.48,7.11,6.48
SPY,687,P,2026-02-13 10:04:00-05:00,6.7,7.15,6.7
SPY,687,P,2026-02-13 10:05:00-05:00,7.05,7.47,7.05
SPY,687,P,2026-02-13 10:06:00-05:00,6.89,7.34,6.89
SPY,687,P,2026-02-13 10:07:00-05:00,6.68,7.04,6.68
SPY,687,P,2026-02-13 10:08:00-05:00,6.2,6.65,6.2
SPY,687,P,2026-02-13 10:09:00-05:00,5.65,5.93,5.65
SPY,687,P,2026-02-13 10:10:00-05:00,5.55,5.89,5.55
SPY,687,P,2026-02-13 10:11:00-05:00,5.2,5.38,5.2
SPY,687,P,2026-02-13 10:12:00-05:00,5.37,5.7,5.37
SPY,687,P,2026-02-13 10:13:00-05:00,5.39,5.64,5.39
SPY,687,P,2026-02-13 10:14:00-05:00,5.72,6.35,5.72
SPY,687,P,2026-02-13 10:15:00-05:00,5.88,6.3,5.88
SPY,687,P,2026-02-13 10:16:00-05:00,6.34,6.94,6.34
SPY,687,P,2026-02-13 10:17:00-05:00,6.79,6.99,6.79
SPY,687,P,2026-02-13 10:18:00-05:00,6.66,6.92,6.66
SPY,687,P,2026-02-13 10:19:00-05:00,6.52,6.75,6.52
SPY,687,P,2026-02-13 10:20:00-05:00,6.28,6.69,6.28
SPY,687,P,2026-02-13 10:21:00-05:00,6.24,6.77,6.24
SPY,687,P,2026-02-13 10:22:00-05:00,6.53,7.0,6.53
SPY,687,P,2026-02-13 10:23:00-05:00,6.54,6.97,6.54
SPY,687,P,2026-02-13 10:24:00-05:00,6.32,6.64,6.32
SPY,687,P,2026-02-13 10:25:00-05:00,6.01,6.42,6.01
SPY,687,P,2026-02-13 10:26:00-05:00,5.73,5.99,5.73
SPY,687,P,2026-02-13 10:27:00-05:00,5.51,5.74,5.51
SPY,687,P,2026-02-13 10:28:00-05:00,5.02,5.31,5.02
SPY,687,P,2026-02-13 10:29:00-05:00,4.85,5.01,4.85
SPY,687,P,2026-02-13 10:30:00-05:00,4.52,4.97,4.52
SPY,687,P,2026-02-13 10:31:00-05:00,4.43,4.57,4.43
SPY,687,P,2026-02-13 10:32:00-05:00,4.37,4.56,4.37
SPY,687,P,2026-02-13 10:33:00-05:00,3.86,4.12,3.86
SPY,687,P,2026-02-13 10:34:00-05:00,3.92,4.04,3.92
SPY,687,P,2026-02-13 10:35:00-05:00,3.96,4.21,3.96
SPY,687,P,2026-02-13 10:36:00-05:00,3.79,3.93,3.79
SPY,687,P,2026-02-13 10:37:00-05:00,3.79,3.91,3.79
SPY,687,P,2026-02-13 10:38:00-05:00,4.32,4.8,4.32
SPY,687,P,2026-02-13 10:39:00-05:00,4.8,4.99,4.8
SPY,687,P,2026-02-13 10:40:00-05:00,5.11,5.25,5.11
SPY,687,P,2026-02-13 10:41:00-05:00,5.02,5.18,5.02
SPY,687,P,2026-02-13 10:42:00-05:00,4.93,5.29,4.93
SPY,687,P,2026-02-13 10:43:00-05:00,5.21,5.53,5.21
SPY,687,P,2026-02-13 10:44:00-05:00,5.53,5.98,5.53
